length,upper,lower,digits,symbols,repeat,sequential,entropy,endsDigit,endsSymbol,yearPattern,alphaRatio,digitRatio,symbolRatio,label
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
16,2,9,3,2,0,0,104.8734216268422,0,1,0,0.6875,0.1875,0.125,1
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
10,0,4,5,1,0,0,60.87462841250339,0,1,0,0.4,0.5,0.1,1
21,12,4,4,1,0,0,137.64636588523038,1,0,0,0.7619047619047619,0.19047619047619047,0.047619047619047616,1
4,0,0,4,0,1,0,13.287712379549449,1,0,0,0.0,1.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
16,2,6,5,3,1,0,104.8734216268422,1,0,0,0.5,0.3125,0.1875,1
15,0,10,5,0,1,0,77.54887502163469,1,0,0,0.6666666666666666,0.3333333333333333,0.0,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,0,7,1,0,0,0,41.3594000115385,1,0,0,0.875,0.125,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
17,1,11,3,2,1,0,111.42801047851984,0,1,0,0.7058823529411765,0.17647058823529413,0.11764705882352941,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
9,6,0,2,1,0,0,54.787165571253055,0,1,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
16,7,4,3,2,0,0,104.8734216268422,0,1,0,0.6875,0.1875,0.125,1
17,5,4,5,3,0,0,111.42801047851984,1,0,0,0.5294117647058824,0.29411764705882354,0.17647058823529413,1
13,2,6,4,1,0,0,85.2096550718093,1,0,0,0.6153846153846154,0.3076923076923077,0.07692307692307693,1
20,10,10,0,0,1,0,114.00879436282185,0,0,0,1.0,0.0,0.0,1
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
10,1,5,3,1,0,0,65.54588851677637,0,1,0,0.6,0.3,0.1,1
8,0,8,0,0,1,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
6,0,0,6,0,0,0,19.931568569324174,1,0,0,0.0,1.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
13,5,2,5,1,1,0,85.2096550718093,1,0,0,0.5384615384615384,0.38461538461538464,0.07692307692307693,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
8,0,7,1,0,0,0,41.3594000115385,1,0,0,0.875,0.125,0.0,0
12,1,7,3,1,0,0,78.65506622013166,1,0,0,0.6666666666666666,0.25,0.08333333333333333,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
12,1,7,3,1,1,0,78.65506622013166,0,1,0,0.6666666666666666,0.25,0.08333333333333333,1
14,6,5,3,0,0,0,83.35874834541625,1,0,0,0.7857142857142857,0.21428571428571427,0.0,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
6,0,3,3,0,0,0,31.019550008653873,1,0,0,0.5,0.5,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,1,3,3,1,1,0,52.4367108134211,0,1,0,0.5,0.375,0.125,1
10,1,5,3,1,0,1,65.54588851677637,0,1,0,0.6,0.3,0.1,1
8,1,5,1,1,1,0,52.4367108134211,0,1,0,0.75,0.125,0.125,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
4,0,4,0,0,1,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
11,8,0,2,1,1,0,66.96209125375373,1,0,0,0.7272727272727273,0.18181818181818182,0.09090909090909091,1
8,5,0,2,1,0,0,48.69970273000271,0,1,0,0.625,0.25,0.125,1
15,10,0,4,1,1,0,91.31194261875508,1,0,0,0.6666666666666666,0.26666666666666666,0.06666666666666667,1
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
11,1,7,2,1,1,0,72.10047736845401,0,1,0,0.7272727272727273,0.18181818181818182,0.09090909090909091,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
10,1,5,3,1,0,0,65.54588851677637,0,1,0,0.6,0.3,0.1,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
19,1,15,2,1,1,0,124.53718818187511,1,0,0,0.8421052631578947,0.10526315789473684,0.05263157894736842,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
11,1,5,4,1,0,0,72.10047736845401,0,1,1,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
10,1,5,3,1,1,0,65.54588851677637,0,1,0,0.6,0.3,0.1,1
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
11,1,7,2,1,1,0,72.10047736845401,0,1,0,0.7272727272727273,0.18181818181818182,0.09090909090909091,1
8,0,5,2,1,0,0,48.69970273000271,0,1,0,0.625,0.25,0.125,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
8,0,7,1,0,0,0,41.3594000115385,1,0,0,0.875,0.125,0.0,0
8,0,4,3,1,1,0,48.69970273000271,0,1,0,0.5,0.375,0.125,1
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
17,0,15,2,0,1,0,87.8887250245193,1,0,0,0.8823529411764706,0.11764705882352941,0.0,1
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
13,4,4,4,1,0,0,85.2096550718093,1,0,0,0.6153846153846154,0.3076923076923077,0.07692307692307693,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
12,1,6,4,1,1,0,78.65506622013166,0,1,1,0.5833333333333334,0.3333333333333333,0.08333333333333333,1
10,0,5,3,2,0,0,60.87462841250339,0,1,0,0.5,0.3,0.2,1
8,0,4,3,1,1,0,48.69970273000271,0,1,0,0.5,0.375,0.125,1
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
10,0,8,2,0,0,0,51.69925001442312,1,0,0,0.8,0.2,0.0,1
15,1,9,4,1,0,0,98.31883277516457,1,0,0,0.6666666666666666,0.26666666666666666,0.06666666666666667,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
11,0,7,3,1,1,0,66.96209125375373,0,1,0,0.6363636363636364,0.2727272727272727,0.09090909090909091,1
11,6,0,4,1,0,0,66.96209125375373,0,1,1,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
13,1,7,4,1,1,0,85.2096550718093,0,1,1,0.6153846153846154,0.3076923076923077,0.07692307692307693,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
13,1,8,3,1,1,0,85.2096550718093,1,0,0,0.6923076923076923,0.23076923076923078,0.07692307692307693,1
13,1,7,4,1,1,0,85.2096550718093,0,1,1,0.6153846153846154,0.3076923076923077,0.07692307692307693,1
11,2,3,4,2,0,0,72.10047736845401,1,0,0,0.45454545454545453,0.36363636363636365,0.18181818181818182,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,1,5,1,1,0,0,52.4367108134211,0,1,0,0.75,0.125,0.125,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,0,6,0,0,0,19.931568569324174,1,0,0,0.0,1.0,0.0,0
8,0,5,3,0,0,0,41.3594000115385,1,0,0,0.625,0.375,0.0,0
14,5,4,4,1,1,0,91.76424392348693,1,0,0,0.6428571428571429,0.2857142857142857,0.07142857142857142,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
13,6,4,2,1,0,0,85.2096550718093,1,0,0,0.7692307692307693,0.15384615384615385,0.07692307692307693,1
13,5,4,4,0,0,0,77.40455203502937,1,0,0,0.6923076923076923,0.3076923076923077,0.0,1
10,1,7,1,1,0,0,65.54588851677637,0,1,0,0.8,0.1,0.1,1
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
10,1,4,4,1,1,0,65.54588851677637,0,1,0,0.5,0.4,0.1,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
11,1,5,4,1,0,0,72.10047736845401,0,1,0,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
10,1,4,4,1,1,0,65.54588851677637,0,1,0,0.5,0.4,0.1,1
15,1,10,3,1,0,0,98.31883277516457,1,0,0,0.7333333333333333,0.2,0.06666666666666667,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
6,0,5,1,0,0,0,31.019550008653873,1,0,0,0.8333333333333334,0.16666666666666666,0.0,0
15,5,6,2,2,1,0,98.31883277516457,0,1,0,0.7333333333333333,0.13333333333333333,0.13333333333333333,1
18,0,15,3,0,0,0,93.05865002596161,1,0,0,0.8333333333333334,0.16666666666666666,0.0,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
15,5,6,3,1,0,0,98.31883277516457,1,0,0,0.7333333333333333,0.2,0.06666666666666667,1
14,7,4,2,1,0,0,91.76424392348693,1,0,0,0.7857142857142857,0.14285714285714285,0.07142857142857142,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
9,5,0,3,1,0,0,54.787165571253055,0,1,0,0.5555555555555556,0.3333333333333333,0.1111111111111111,1
8,0,8,0,0,1,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
8,0,7,1,0,0,0,41.3594000115385,1,0,0,0.875,0.125,0.0,0
15,7,4,2,2,0,0,98.31883277516457,0,1,0,0.7333333333333333,0.13333333333333333,0.13333333333333333,1
4,0,0,4,0,0,0,13.287712379549449,1,0,0,0.0,1.0,0.0,0
20,7,11,2,0,0,0,119.0839262077375,1,0,0,0.9,0.1,0.0,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,3,3,0,0,0,31.019550008653873,1,0,0,0.5,0.5,0.0,0
6,0,4,2,0,0,0,31.019550008653873,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
15,1,9,4,1,0,0,98.31883277516457,1,0,0,0.6666666666666666,0.26666666666666666,0.06666666666666667,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
12,1,8,2,1,0,0,78.65506622013166,1,0,0,0.75,0.16666666666666666,0.08333333333333333,1
4,0,0,4,0,0,0,13.287712379549449,1,0,0,0.0,1.0,0.0,0
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
20,11,5,3,1,0,0,131.09177703355275,1,0,0,0.8,0.15,0.05,1
10,1,4,4,1,1,0,65.54588851677637,0,1,1,0.5,0.4,0.1,1
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
11,1,5,4,1,0,0,72.10047736845401,0,1,0,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
5,0,5,0,0,1,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
8,4,0,3,1,0,0,48.69970273000271,0,1,0,0.5,0.375,0.125,1
11,4,3,4,0,0,0,65.49615941425563,1,0,0,0.6363636363636364,0.36363636363636365,0.0,1
13,1,10,2,0,0,0,77.40455203502937,1,0,0,0.8461538461538461,0.15384615384615385,0.0,1
15,10,0,4,1,1,0,91.31194261875508,0,1,1,0.6666666666666666,0.26666666666666666,0.06666666666666667,1
10,1,4,4,1,0,0,65.54588851677637,0,1,1,0.5,0.4,0.1,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
12,0,8,3,1,0,0,73.04955409500407,0,1,0,0.6666666666666666,0.25,0.08333333333333333,1
9,1,3,4,1,1,0,58.99129966509874,0,1,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,1
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
11,1,5,4,1,0,0,72.10047736845401,0,1,0,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
11,1,5,4,1,1,0,72.10047736845401,0,1,1,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
4,0,0,4,0,1,0,13.287712379549449,1,0,0,0.0,1.0,0.0,0
12,0,8,3,1,1,1,73.04955409500407,0,1,0,0.6666666666666666,0.25,0.08333333333333333,1
9,1,4,3,1,0,0,58.99129966509874,0,1,0,0.5555555555555556,0.3333333333333333,0.1111111111111111,1
14,4,5,3,2,1,0,91.76424392348693,1,0,0,0.6428571428571429,0.21428571428571427,0.14285714285714285,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
14,6,8,0,0,0,0,79.8061560539753,0,0,0,1.0,0.0,0.0,1
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
16,2,9,4,1,1,0,104.8734216268422,0,1,1,0.6875,0.25,0.0625,1
11,1,5,4,1,0,0,72.10047736845401,0,1,1,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
15,6,9,0,0,0,0,85.50659577211638,0,0,0,1.0,0.0,0.0,1
11,1,5,4,1,1,0,72.10047736845401,0,1,0,0.5454545454545454,0.36363636363636365,0.09090909090909091,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
13,6,4,3,0,0,0,77.40455203502937,1,0,0,0.7692307692307693,0.23076923076923078,0.0,1
9,0,6,2,1,0,0,54.787165571253055,1,0,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,1
15,1,10,3,1,0,0,98.31883277516457,1,0,0,0.7333333333333333,0.2,0.06666666666666667,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
7,0,6,1,0,0,1,36.18947501009619,1,0,0,0.8571428571428571,0.14285714285714285,0.0,0
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
15,5,6,4,0,1,0,89.31294465580312,1,0,0,0.7333333333333333,0.26666666666666666,0.0,1
7,0,3,4,0,0,0,36.18947501009619,1,0,0,0.42857142857142855,0.5714285714285714,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
14,1,9,4,0,0,0,83.35874834541625,1,0,0,0.7142857142857143,0.2857142857142857,0.0,1
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
8,0,7,1,0,0,0,41.3594000115385,1,0,0,0.875,0.125,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
6,0,5,1,0,0,0,31.019550008653873,1,0,0,0.8333333333333334,0.16666666666666666,0.0,0
8,1,5,1,1,0,0,52.4367108134211,1,0,0,0.75,0.125,0.125,1
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
15,6,4,4,1,1,0,98.31883277516457,0,1,1,0.6666666666666666,0.26666666666666666,0.06666666666666667,1
9,6,0,2,1,0,0,54.787165571253055,1,0,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,1
16,6,10,0,0,0,0,91.20703549025748,0,0,0,1.0,0.0,0.0,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
17,1,11,4,1,0,0,111.42801047851984,0,1,1,0.7058823529411765,0.23529411764705882,0.058823529411764705,1
10,1,5,3,1,1,0,65.54588851677637,0,1,0,0.6,0.3,0.1,1
8,0,5,2,1,0,0,48.69970273000271,0,1,0,0.625,0.25,0.125,1
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
15,7,5,2,1,1,0,98.31883277516457,1,0,0,0.8,0.13333333333333333,0.06666666666666667,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
16,2,14,0,0,0,0,91.20703549025748,0,0,0,1.0,0.0,0.0,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
14,6,3,4,1,0,0,91.76424392348693,1,0,0,0.6428571428571429,0.2857142857142857,0.07142857142857142,1
7,0,6,1,0,0,0,36.18947501009619,1,0,0,0.8571428571428571,0.14285714285714285,0.0,0
8,0,4,4,0,1,0,41.3594000115385,1,0,1,0.5,0.5,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
18,6,9,3,0,0,0,107.17553358696375,1,0,0,0.8333333333333334,0.16666666666666666,0.0,1
12,1,7,2,2,0,0,78.65506622013166,0,1,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,1
14,0,9,4,1,0,0,85.22447977750474,1,0,0,0.6428571428571429,0.2857142857142857,0.07142857142857142,1
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
17,6,5,4,2,0,0,111.42801047851984,1,0,0,0.6470588235294118,0.23529411764705882,0.11764705882352941,1
6,0,5,1,0,0,0,31.019550008653873,1,0,0,0.8333333333333334,0.16666666666666666,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
4,0,0,4,0,1,0,13.287712379549449,1,0,0,0.0,1.0,0.0,0
10,1,4,4,1,0,0,65.54588851677637,0,1,0,0.5,0.4,0.1,1
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,1,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
7,0,6,1,0,0,0,36.18947501009619,1,0,0,0.8571428571428571,0.14285714285714285,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
9,1,5,2,1,0,0,58.99129966509874,0,1,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,1
18,6,9,3,0,1,0,107.17553358696375,1,0,0,0.8333333333333334,0.16666666666666666,0.0,1
10,1,6,2,1,1,0,65.54588851677637,0,1,0,0.7,0.2,0.1,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
17,10,3,3,1,0,0,111.42801047851984,1,0,0,0.7647058823529411,0.17647058823529413,0.058823529411764705,1
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
8,0,6,1,1,0,0,48.69970273000271,0,1,0,0.75,0.125,0.125,1
15,2,9,2,2,0,0,98.31883277516457,0,1,0,0.7333333333333333,0.13333333333333333,0.13333333333333333,1
5,0,0,5,0,0,0,16.609640474436812,1,0,0,0.0,1.0,0.0,0
8,0,7,1,0,0,0,41.3594000115385,1,0,0,0.875,0.125,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
4,0,4,0,0,1,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
8,0,7,1,0,0,0,41.3594000115385,1,0,0,0.875,0.125,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
19,2,14,3,0,0,0,113.12972989735063,1,0,0,0.8421052631578947,0.15789473684210525,0.0,1
17,11,6,0,0,1,0,96.90747520839858,0,0,0,1.0,0.0,0.0,1
6,0,5,1,0,0,0,31.019550008653873,0,0,0,0.8333333333333334,0.16666666666666666,0.0,0
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
9,1,4,3,1,0,0,58.99129966509874,0,1,0,0.5555555555555556,0.3333333333333333,0.1111111111111111,1
10,1,4,4,1,0,0,65.54588851677637,0,1,0,0.5,0.4,0.1,1
10,1,4,4,1,0,0,65.54588851677637,0,1,1,0.5,0.4,0.1,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
12,7,0,4,1,0,0,73.04955409500407,0,1,1,0.5833333333333334,0.3333333333333333,0.08333333333333333,1
9,1,3,4,1,1,0,58.99129966509874,0,1,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
22,13,5,3,1,1,0,144.20095473690802,1,0,0,0.8181818181818182,0.13636363636363635,0.045454545454545456,1
20,9,8,2,1,0,0,131.09177703355275,1,0,0,0.85,0.1,0.05,1
9,0,5,3,1,0,0,54.787165571253055,0,1,0,0.5555555555555556,0.3333333333333333,0.1111111111111111,1
12,1,9,2,0,1,0,71.45035572464249,1,0,0,0.8333333333333334,0.16666666666666666,0.0,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
20,6,10,4,0,0,0,119.0839262077375,1,0,1,0.8,0.2,0.0,1
13,2,6,4,1,0,0,85.2096550718093,1,0,0,0.6153846153846154,0.3076923076923077,0.07692307692307693,1
4,0,0,4,0,1,0,13.287712379549449,1,0,0,0.0,1.0,0.0,0
8,1,4,2,1,0,0,52.4367108134211,0,1,0,0.625,0.25,0.125,1
15,5,5,4,1,0,0,98.31883277516457,0,1,1,0.6666666666666666,0.26666666666666666,0.06666666666666667,1
6,0,3,3,0,1,0,31.019550008653873,1,0,0,0.5,0.5,0.0,0
4,0,0,4,0,0,0,13.287712379549449,1,0,0,0.0,1.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
5,0,5,0,0,0,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
11,1,6,2,2,0,0,72.10047736845401,0,1,0,0.6363636363636364,0.18181818181818182,0.18181818181818182,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
14,1,10,2,1,0,0,91.76424392348693,1,0,0,0.7857142857142857,0.14285714285714285,0.07142857142857142,1
15,6,4,3,2,0,0,98.31883277516457,0,1,0,0.6666666666666666,0.2,0.13333333333333333,1
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
10,0,10,0,0,0,0,47.00439718141092,0,0,0,1.0,0.0,0.0,0
11,4,4,2,1,0,0,72.10047736845401,1,0,0,0.7272727272727273,0.18181818181818182,0.09090909090909091,1
12,1,9,2,0,0,0,71.45035572464249,1,0,0,0.8333333333333334,0.16666666666666666,0.0,1
20,2,13,4,1,1,0,131.09177703355275,1,0,0,0.75,0.2,0.05,1
7,0,7,0,0,0,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
8,1,4,2,1,0,0,52.4367108134211,0,1,0,0.625,0.25,0.125,1
22,8,11,2,1,1,0,144.20095473690802,1,0,0,0.8636363636363636,0.09090909090909091,0.045454545454545456,1
19,6,9,3,1,1,0,124.53718818187511,1,0,0,0.7894736842105263,0.15789473684210525,0.05263157894736842,1
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
23,3,15,4,1,1,0,150.75554358858565,1,0,1,0.782608695652174,0.17391304347826086,0.043478260869565216,1
12,0,9,3,0,1,0,62.039100017307746,1,0,0,0.75,0.25,0.0,1
5,0,5,0,0,1,0,23.50219859070546,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
7,0,7,0,0,1,0,32.90307802698765,0,0,0,1.0,0.0,0.0,0
13,5,5,3,0,0,0,77.40455203502937,1,0,0,0.7692307692307693,0.23076923076923078,0.0,1
9,0,6,2,1,0,0,54.787165571253055,0,1,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,1
19,11,4,3,1,0,0,124.53718818187511,1,0,0,0.7894736842105263,0.15789473684210525,0.05263157894736842,1
6,0,6,0,0,0,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
8,5,0,2,1,1,0,48.69970273000271,0,1,0,0.625,0.25,0.125,1
6,0,2,4,0,1,0,31.019550008653873,1,0,0,0.3333333333333333,0.6666666666666666,0.0,0
4,0,4,0,0,0,0,18.80175887256437,0,0,0,1.0,0.0,0.0,0
8,0,8,0,0,0,0,37.60351774512874,0,0,0,1.0,0.0,0.0,0
6,0,6,0,0,1,0,28.202638308846556,0,0,0,1.0,0.0,0.0,0
